step,SNR_loss
1,0.0153975244611501
2,0.0244346279650926
3,0.0197293553501367
4,0.025198882445693
5,0.0243546087294816
6,0.0183397233486175
7,0.0237543396651744
8,0.0152904465794563
9,0.0186698175966739
10,0.0206802152097225
11,0.0347038805484771
12,0.0205985680222511
13,0.0191721208393573
14,0.0222081951797008
15,0.0150151904672384
16,0.0185664426535367
17,0.014274924993515
18,0.0223987698554992
19,0.0228212662041187
20,0.0140256769955158
21,0.0196580775082111
22,0.0235714763402938
23,0.0137722101062536
24,0.0235115941613912
25,0.0165202356874942
26,0.0153348874300718
27,0.0098730949684977
28,0.0143204312771558
29,0.0212143994867801
30,0.0123138185590505
31,0.0323895066976547
32,0.0278476849198341
33,0.0288344826549291
34,0.0195255130529403
35,0.0271143075078725
36,0.0281896665692329
37,0.012942461296916
38,0.0222879312932491
39,0.0205359645187854
40,0.0170372817665338
41,0.0164855420589447
42,0.0270233508199453
43,0.0349040292203426
44,0.0164868906140327
45,0.0111120482906699
46,0.0170226655900478
47,0.0256764460355043
48,0.0254201032221317
49,0.0181588679552078
50,0.0158420354127883
51,0.0089603187516331
52,0.0246937125921249
53,0.0118293743580579
54,0.0165444463491439
55,0.0119370650500059
56,0.0207570418715477
57,0.0220951084047555
58,0.011690012179315
59,0.027789831161499
60,0.0283171571791172
61,0.0167377050966024
62,0.0176714770495891
63,0.0230879671871662
64,0.012867858633399
65,0.0219802353531122
66,0.012920893728733
67,0.0179450847208499
68,0.0235410239547491
69,0.0173674114048481
70,0.0067730946466326
71,0.0085291163995862
72,0.0261824429035186
73,0.0214769933372735
74,0.0164247006177902
75,0.0133470427244901
76,0.0175991598516702
77,0.0314241498708725
78,0.02097849547863
79,0.0187978222966194
80,0.0234635062515735
81,0.0206732936203479
82,0.0223139561712741
83,0.0061397557146847
84,0.0222109518945217
85,0.015853576362133
86,0.0236980058252811
87,0.018384713679552
88,0.0125669054687023
89,0.024427892640233
90,0.0124953836202621
91,0.0161189176142215
92,0.0258060675114393
93,0.0246200896799564
94,0.0152737852185964
95,0.0212881974875926
96,0.0272062830626964
97,0.0181082319468259
98,0.0291537642478942
99,0.0274631101638078
100,0.0265123322606086
101,0.0153217539191246
102,0.0170750357210636
103,0.01019037514925
104,0.0281337834894657
105,0.0158109627664089
106,0.016535647213459
107,0.0169641207903623
108,0.0219551380723714
109,0.0160553343594074
110,0.0200475510209798
111,0.0296342484652996
112,0.0219598375260829
113,0.0130424732342362
114,0.0179943889379501
115,0.011634562164545
116,0.0224945414811372
117,0.0130725624039769
118,0.0129214022308588
119,0.0234244614839553
120,0.0264003537595272
121,0.0173913165926933
122,0.0177537333220243
123,0.021889179944992
124,0.018724862486124
125,0.0151513144373893
126,0.009220527485013
127,0.0174299702048301
128,0.0204075574874877
129,0.0238537229597568
130,0.018784100189805
131,0.0176523253321647
132,0.023515498265624
133,0.0127076599746942
134,0.0171977989375591
135,0.0245870053768157
136,0.019587343558669
137,0.0254252981394529
138,0.0143727473914623
139,0.0122652417048811
140,0.0194823183119297
141,0.0283235274255275
142,0.0161504801362752
143,0.0293584577739238
144,0.0145507147535681
145,0.0164222009479999
146,0.0261776149272918
147,0.0222411006689071
148,0.0114646377041935
149,0.0194625742733478
150,0.0199755914509296
151,0.0261257924139499
152,0.0223206467926502
153,0.0288516376167535
154,0.0223347004503011
155,0.0244040433317422
156,0.0178782027214765
157,0.0228059627115726
158,0.0155357234179973
159,0.0233865771442651
160,0.0195080954581499
161,0.0192008502781391
162,0.0138090532273054
163,0.0158386435359716
164,0.0094601837918162
165,0.0243970826268196
166,0.0188747905194759
167,0.0260947104543447
168,0.0101687675341963
169,0.0224283002316951
170,0.0300495959818363
171,0.0209902226924896
172,0.0132801169529557
173,0.016752365976572
174,0.0281801167875528
175,0.021042076870799
176,0.0264514442533254
177,0.0199468303471803
178,0.0281503982841968
179,0.0186347234994173
180,0.0214141886681318
181,0.0208170525729656
182,0.0213463604450225
183,0.0097260195761919
184,0.0234842933714389
185,0.020018957555294
186,0.0257621090859174
187,0.0192757453769445
188,0.0126469954848289
189,0.0095080500468611
190,0.0202973876148462
191,0.0084706163033843
192,0.0296910014003515
193,0.0181683283299207
194,0.0204493217170238
195,0.0202656742185354
196,0.024401132017374
197,0.0087607018649578
198,0.0266854427754879
199,0.0172694455832242
200,0.0231512151658535
201,0.0152100566774606
202,0.0141019877046346
203,0.0222738236188888
204,0.0155572788789868
205,0.0308437179774045
206,0.0285246912389993
207,0.0171455144882202
208,0.0175149552524089
209,0.0246397815644741
210,0.0217552036046981
211,0.026794034987688
212,0.0216967724263668
213,0.0289736352860927
214,0.0044035534374415
215,0.0140251591801643
216,0.0170939825475215
217,0.0147216692566871
218,0.0208879765123128
219,0.0163829587399959
220,0.0202972628176212
221,0.01553925126791
222,0.0350841060280799
223,0.0141742415726184
224,0.0091303633525967
225,0.0100590195506811
226,0.0183005537837743
227,0.028780810534954
228,0.0108328443020582
229,0.0219205729663372
230,0.0140319727361202
231,0.0142042282968759
232,0.0224045291543006
233,0.0272596143186092
234,0.0265972688794136
235,0.0232168119400739
236,0.021361093968153
237,0.0135621335357427
238,0.0250988900661468
239,0.01798727363348
240,0.0158752165734767
241,0.0223186947405338
242,0.014463622123003
243,0.0261886157095432
244,0.0126304998993873
245,0.0143132824450731
246,0.0224609300494194
247,0.0198745001107454
248,0.0157162919640541
249,0.0067524495534598
250,0.0178342275321483
251,0.0208758525550365
252,0.0154758617281913
253,0.0143369995057582
254,0.0208944343030452
255,0.0113756554201245
256,0.0120683629065752
257,0.0249746609479188
258,0.0295266918838024
259,0.0196816846728324
260,0.0279325023293495
261,0.0140379555523395
262,0.0210774466395378
263,0.0126141179352998
264,0.0203090980648994
265,0.0225218832492828
266,0.014716581441462
267,0.0177982002496719
268,0.014051822014153
269,0.0147650428116321
270,0.0167376697063446
271,0.0196836851537227
272,0.0268436707556247
273,0.0281677022576332
274,0.0251285284757614
275,0.0152290295809507
276,0.0051921308040618
277,0.020918620750308
278,0.0193543601781129
279,0.0235104709863662
280,0.0099253896623849
281,0.0246773567050695
282,0.0120260156691074
283,0.0208736807107925
284,0.009926738217473
285,0.0125110847875475
286,0.0203948598355054
287,0.0100487601011991
288,0.0173297449946403
289,0.0178905725479125
290,0.0080702947452664
291,0.0189347676932811
292,0.0183915719389915
293,0.0283873882144689
294,0.015995867550373
295,0.021201642230153
296,0.0239484757184982
297,0.0128335040062665
298,0.0119368135929107
299,0.0125193009153008
300,0.0178719628602266
301,0.0264708399772644
302,0.0232091564685106
303,0.0151555333286523
304,0.020048052072525
305,0.0155608523637056
306,0.0150649100542068
307,0.0328833237290382
308,0.0089523997157812
309,0.0156057402491569
310,0.0165479481220245
311,0.0243710987269878
312,0.0148618258535861
313,0.0110011138021945
314,0.0319509878754615
315,0.020125113427639
316,0.026278767734766
317,0.0165254734456539
318,0.0136376693844795
319,0.0210068523883819
320,0.01901132799685
321,0.0196551457047462
322,0.0093463994562625
323,0.0205731093883514
324,0.0243717432022094
325,0.0163434688001871
326,0.0082860682159662
327,0.0108765047043561
328,0.012114617973566
329,0.0122274169698357
330,0.0122754294425249
331,0.0212069489061832
332,0.0218609347939491
333,0.0156793911010026
334,0.0207290425896644
335,0.0182665381580591
336,0.0113275628536939
337,0.0135475257411599
338,0.0179154798388481
339,0.0268436409533023
340,0.0190568882972002
341,0.0163204409182071
342,0.0211434606462717
343,0.0160036273300647
344,0.0279976911842823
345,0.0168073810636997
346,0.0232970044016838
347,0.0235888324677944
348,0.0209794510155916
349,0.0182493925094604
350,0.022183321416378
351,0.0158435776829719
352,0.0182045493274927
353,0.0168558005243539
354,0.0186556633561849
355,0.0232453756034374
356,0.0207451824098825
357,0.0240849517285823
358,0.0106463236734271
359,0.0168498437851667
360,0.0067852176725864
361,0.0113308485597372
362,0.0152751542627811
363,0.0149965584278106
364,0.0137461563572287
365,0.0242334026843309
366,0.021371092647314
367,0.0173333045095205
368,0.0127167599275708
369,0.0144681446254253
370,0.0200201645493507
371,0.0191551968455314
372,0.0170727856457233
373,0.018222726881504
374,0.0231821499764919
375,0.0099957818165421
376,0.0238280557096004
377,0.0151489758864045
378,0.0099426647648215
379,0.0175656452775001
380,0.0162311047315597
381,0.0232249181717634
382,0.0135292569175362
383,0.0162458959966897
384,0.0185475014150142
385,0.0195875465869903
386,0.0036770431324839
387,0.0147235095500946
388,0.0110881868749856
389,0.0179495811462402
390,0.0120301833376288
391,0.0215392149984836
392,0.0168996676802635
393,0.030016591772437
394,0.0152026005089282
395,0.0216229259967803
396,0.0224114432930946
397,0.0164488293230533
398,0.0254687294363975
399,0.0265927538275718
400,0.013371305540204
401,0.0250473394989967
402,0.0163605883717536
403,0.0164536982774734
404,0.022402174770832
405,0.0156673341989517
406,0.0214856378734111
407,0.0113964863121509
408,0.0201152320951223
409,0.0216482318937778
410,0.0252987928688526
411,0.0252056047320365
412,0.0150381680577993
413,0.0243333559483289
414,0.0118084633722901
415,0.0167727768421173
416,0.0124000832438468
417,0.0276659689843654
418,0.0103019140660762
419,0.034964945167303
420,0.015614841133356
421,0.0226301103830337
422,0.0145106306299567
423,0.0195121504366397
424,0.0107837431132793
425,0.0121368244290351
426,0.0231803692877292
427,0.0059395199641585
428,0.0154299214482307
429,0.0197525136172771
430,0.0125211384147405
431,0.0253792405128479
432,0.017441539093852
433,0.0172333233058452
434,0.0128252636641263
435,0.0145359225571155
436,0.0230109877884387
437,0.0168319176882505
438,0.0123691959306597
439,0.0186031349003314
440,0.0185808073729276
441,0.0166788268834352
442,0.0184671431779861
443,0.0206214450299739
444,0.0104224197566509
445,0.0307567752897739
446,0.0169046279042959
447,0.0211714096367359
448,0.0131372027099132
449,0.0177113600075244
450,0.0311845280230045
451,0.0177354384213686
452,0.0238074287772178
453,0.0163010023534297
454,0.0296445433050394
455,0.0189439095556736
456,0.0123905753716826
457,0.021739887073636
458,0.0157541371881961
459,0.0152034219354391
460,0.0175218321382999
461,0.0205376725643873
462,0.0169629156589508
463,0.0212471224367618
464,0.0118164084851741
465,0.0158858001232147
466,0.0167940184473991
467,0.0212092548608779
468,0.0212987009435892
469,0.0269022583961486
470,0.0067720948718488
471,0.0200696885585784
472,0.0230297278612852
473,0.0210001058876514
474,0.017229601740837
475,0.0138562638312578
476,0.0173442475497722
477,0.0106217935681343
478,0.0273954235017299
479,0.0245688874274492
480,0.0147280013188719
481,0.0169862508773803
482,0.024330873042345
483,0.0165346153080463
484,0.0159343257546424
485,0.0143332965672016
486,0.0113837979733943
487,0.017669353634119
488,0.0163361132144927
489,0.0197652429342269
490,0.0213030315935611
491,0.0268398039042949
492,0.0208882894366979
493,0.0178582482039928
494,0.0185180101543664
495,0.0144648160785436
496,0.0224536322057247
497,0.0145017132163047
498,0.0239629112184047
499,0.0036416964139789
500,0.0143035985529422
501,0.0258193537592887
502,0.0197672694921493
503,0.0151266548782587
504,0.0150803392753005
505,0.0339081436395645
506,0.0132917594164609
507,0.0148481512442231
508,0.0110803116112947
509,0.0176713578402996
510,0.0132512934505939
511,0.016498913988471
512,0.0231327898800373
513,0.0107512911781668
514,0.0224634911864995
515,0.0156520903110504
516,0.0162277799099683
517,0.0232385825365781
518,0.0226396359503269
519,0.0144350789487361
520,0.0124497059732675
521,0.014419331215322
522,0.0106621561571955
523,0.0258542262017726
524,0.0110889906063675
525,0.0244709849357604
526,0.0241461507976055
527,0.0224077031016349
528,0.0152935553342103
529,0.0189157947897911
530,0.025485074147582
531,0.0098193436861038
532,0.0282261334359645
533,0.0201153978705406
534,0.0143049452453851
535,0.0180561020970344
536,0.0072224689647555
537,0.0194324385374784
538,0.0105825206264853
539,0.0264717359095811
540,0.0191423892974853
541,0.0200369618833065
542,0.0228915438055992
543,0.0221672020852565
544,0.0083092665299773
545,0.0113282110542058
546,0.0155136724933981
547,0.0210702363401651
548,0.0156748872250318
549,0.0251589231193065
550,0.0167731139808893
551,0.0189340338110923
552,0.0142987892031669
553,0.023803848773241
554,0.0077487784437835
555,0.0150228086858987
556,0.021743856370449
557,0.0171195697039365
558,0.0224399343132972
559,0.0126472804695367
560,0.0176238007843494
561,0.0220994800329208
562,0.0194138642400503
563,0.016660900786519
564,0.0242718514055013
565,0.0195737332105636
566,0.0172336529940366
567,0.0240355562418699
568,0.0199839398264884
569,0.0200090259313583
570,0.0217446275055408
571,0.0175716318190097
572,0.0213467124849557
573,0.0137898530811071
574,0.0280409716069698
575,0.0174972917884588
576,0.0273894816637039
577,0.0109162293374538
578,0.0258311070501804
579,0.0140187526121735
580,0.0160446241497993
581,0.0055878884159028
582,0.015840845182538
583,0.020471541211009
584,0.0194367319345474
585,0.0169450528919696
586,0.0148672964423894
587,0.0257418565452098
588,0.0202613174915313
589,0.016920868307352
590,0.0210603848099708
591,0.0163821335881948
592,0.024011380970478
593,0.029831551015377
594,0.0174473598599433
595,0.0171922799199819
596,0.0181927122175693
597,0.0244195200502872
598,0.0185716450214386
599,0.0064981877803802
600,0.024858308956027
601,0.0099780978634953
602,0.0077423201873898
603,0.0159858651459217
604,0.0248181354254484
605,0.0116721037775278
606,0.0178130660206079
607,0.0154986390843987
608,0.0197780039161443
609,0.0163606200367212
610,0.0116877201944589
611,0.0129925347864627
612,0.0187052395194768
613,0.0251458697021007
614,0.014907581731677
615,0.0164844542741775
616,0.0168587416410446
617,0.0118659678846597
618,0.0109229478985071
619,0.0171455480158329
620,0.0201122909784317
621,0.0220164749771356
622,0.0152187710627913
623,0.0193362664431333
624,0.0148942172527313
625,0.0053174654021859
626,0.0213807113468647
627,0.026329543441534
