Epoch,L1_loss,MSE_loss,SNR_loss
102,0.07188918191407404,0.02685363754363992,0.017106721224263266
103,0.06489664316177364,0.02255407150036518,0.01563967222880035
104,0.06621087560696257,0.02315451955156662,0.017270249467609126
105,0.06889792233705516,0.025645992346107916,0.016338111446904238
106,0.06351163121206416,0.02078936533736326,0.01683673065687924
107,0.06591233627072397,0.02283721217619517,0.016045700352905007
108,0.06372277885675426,0.021766127672578555,0.015696101209946994
109,0.06608493711267195,0.02292316082332811,0.016266416631905048
110,0.06598080338111942,0.02389314217226841,0.015985693549737286
111,0.06576820132987836,0.022589672104056345,0.016537070567054352
112,0.06757771702749385,0.024177093497876563,0.01668230646422926
113,0.0606436538376978,0.0193603860846321,0.015939957116331328
114,0.06897791150425157,0.025693574627595233,0.016903852850996975
115,0.06367644643677127,0.021167404171345442,0.01705930589565205
116,0.06483029744454788,0.02145205009728666,0.016466801447261613
117,0.06372120284608429,0.021708961024082082,0.015952427798349888
118,0.06431772485375399,0.021898597492171146,0.01594867617157948
119,0.07103579933089864,0.0273926020267286,0.01694016483878446
120,0.06662292049399439,0.022534175656203657,0.017251665012112637
121,0.0618522632334913,0.020532797855724132,0.016602201633421392
122,0.06600164643355773,0.02247447534464295,0.016558751583631504
123,0.06170562425894393,0.020810058233993345,0.01608638011052135
124,0.06368287870926513,0.02211006102817394,0.015835871693811197
125,0.0656997876507895,0.02338732497633563,0.016780215455219107
126,0.06679834372230935,0.023780872626230073,0.015466641195650561
127,0.06402262087379178,0.021424622847033347,0.01600184390720508
128,0.06645426319113794,0.023126086512846568,0.015798562326069337
129,0.06696247059319697,0.023310984431632882,0.01618275526644923
130,0.0662013678678444,0.02328552244497192,0.016197098538811672
131,0.06188647105757674,0.020317311179158897,0.016001630095498858
132,0.06637798574353962,0.023653838051749084,0.016394115964482887
133,0.065536295356495,0.02265048165406495,0.016386008269286535
134,0.0656938582126583,0.022667582013777277,0.01661825794726605
135,0.067017231455871,0.024240220550979834,0.01617469733048758
136,0.06711471841803614,0.023295047586517625,0.0171614090113767
137,0.06459140969174244,0.0216939395493162,0.016354979162237427
138,0.06531989020960667,0.02221346300627499,0.01684327981035619
139,0.06758534796535964,0.023605071367429786,0.017153779976069882
140,0.06701757152165681,0.02412093638974636,0.016480516036972353
141,0.06666552168982365,0.022787932925192322,0.017446347658655423
142,0.06441044775503017,0.02147846600439927,0.01676544009574817
143,0.062168709667665564,0.020640834979712912,0.01523118164124228
144,0.0674840736069849,0.023980889110160677,0.01722525322277627
145,0.06502843153263836,0.023043474328837184,0.01640106307874828
146,0.06763408758810585,0.023604179519627733,0.01687824518552844
147,0.06808769995612754,0.024309162003919433,0.01662899390794332
148,0.0658530587064368,0.022266003822109477,0.016094192011015702
149,0.06673575245908324,0.023483094759285398,0.017217524722218464
150,0.06589298567601608,0.02268568733041835,0.01681605995233565
151,0.06650640937898836,0.023036550870165175,0.017167431861162142
152,0.06189705644335062,0.020674480198483332,0.017280722542532812
153,0.06595602216465128,0.02350739997678565,0.01587152674328531
154,0.06462554543146061,0.022289478000519485,0.015853104500898246
155,0.06296988667121951,0.021408949187025378,0.016142775414378467
156,0.06156708459768971,0.02003087163902815,0.016976857378280533
157,0.06588670914726592,0.023177948434437972,0.016321165640173167
158,0.06393376716545646,0.02225567688500238,0.016990996950438996
159,0.06593905799090857,0.023113596692149085,0.015868549221860463
160,0.06941680514386717,0.025006990320980502,0.017746195256976093
161,0.06551496359918793,0.022845833635489806,0.016601843945682
162,0.06879622058144634,0.024578018250342948,0.017194604554346588
163,0.06509253680706019,0.022304797278983202,0.01709322869178967
164,0.06625844389200206,0.02244474166738131,0.01618876491806332
165,0.06802088708749834,0.02426837403992452,0.017361983004957393
166,0.06379153600760865,0.022390416903155137,0.016521473574851193
167,0.06632458434573237,0.023296951010291025,0.017299415344106252
168,0.06517493304397373,0.02285613903908852,0.01709327895327334
169,0.06264852876109732,0.02062375853503384,0.016206231473811984
170,0.06631843559443945,0.023330566938966464,0.016614397708326532
171,0.06291369034775661,0.021264908795377988,0.016605182723807392
172,0.06627175062894816,0.0230731958124254,0.015943284060007716
173,0.06639259957841459,0.02403144515784719,0.01709465025258911
174,0.0635459876752325,0.02170373769477005,0.01674379196816252
175,0.06591195261904167,0.0232227815514696,0.015958983780417005
176,0.06271559516234053,0.0211340663688523,0.01708225646455368
177,0.06337381979184487,0.021572818487350372,0.016679179016500664
178,0.06736084547426015,0.02387505463723621,0.016511491213792084
179,0.06593262148754933,0.0237725120569978,0.015971622429788064
180,0.06408863514661783,0.02155797574669118,0.01632931442665197
181,0.06640483987118512,0.02276614044925991,0.016903993859887074
182,0.06505871101149487,0.022378092877832857,0.01721429626590434
183,0.06780129729637073,0.023844043867263368,0.016305307365421687
184,0.06587661414274144,0.022498057569776214,0.017222364745768003
185,0.06970032698341773,0.025207744671830054,0.01730445967987175
186,0.0698393456637859,0.025236925216657723,0.016496002507795135
187,0.06359497388558723,0.02147360829902542,0.01707195020946004
188,0.06603208801576066,0.023030825238674828,0.016499827123646178
189,0.06630024787570746,0.0231816140136548,0.015933319387425218
190,0.06511895369206151,0.022513653371216944,0.01753930872572315
191,0.06594487710722852,0.02385261829144183,0.016471481988472553
192,0.06512491495481554,0.022485473073486726,0.015747718060655207
193,0.06409831669713764,0.021091288274952297,0.01700967732550837
194,0.0655343677848577,0.02281799615759929,0.017005711461284285
195,0.06400508742247304,0.021991312969475933,0.01686298695525948
196,0.0629467390743749,0.021340657477932273,0.016102200972714545
197,0.06573502937597883,0.022446947904037527,0.015849471976980518
198,0.06843602987272394,0.02388736937594196,0.016515139184359946
199,0.06731086527662612,0.023921722186995363,0.01750370439008938
200,0.06544921424772053,0.022394237540928334,0.016588878392108805
201,0.06460396312177176,0.022161845490336365,0.017645033302583813
202,0.0647697313555649,0.0235888712573796,0.0165662431357694
203,0.06447540771748334,0.020204109844884657,0.015085719911647652
204,0.06638534633176664,0.020391769507633738,0.016464422397049355
205,0.06280809497194627,0.01937339955807792,0.016708452800022654
206,0.06088258810341353,0.022791561178330817,0.016628867873389762
207,0.06026267252330264,0.022977606220436902,0.015051672354872687
208,0.06464596869690073,0.02221635776971063,0.016511210519820407
209,0.0661093609673636,0.02311534693996816,0.016646867877404558
210,0.06567492602126934,0.02387198859027449,0.016859015782496708
211,0.06644081207258357,0.023185702200446766,0.015473996881129442
212,0.06789024251380134,0.022662292061639635,0.016743673237838864
213,0.06633814727621413,0.023361341788300398,0.017043422445255682
214,0.06429938977318146,0.021326934772410516,0.016849534625985742
215,0.06662206383688106,0.021703963666888173,0.01584282118294916
216,0.06400947565478934,0.02139304312212122,0.01682776808738704
217,0.06386096198111768,0.023341948106618816,0.015801521517070226
218,0.06427284856992105,0.021716410833011734,0.01625957442447538
219,0.06614168552415707,0.024215193205912148,0.01678336454289296
220,0.06297883391380305,0.02158243640192913,0.016677963108356456
221,0.06686090342700478,0.021948804752901147,0.01615764376308232
222,0.06471453085541722,0.023415701836347533,0.016745374318478317
223,0.06310578685786038,0.02235083111694876,0.01639969497919078
224,0.06720590165683198,0.02078142826046257,0.015119885340599033
225,0.06456855902714384,0.022607250365295525,0.017106751478942327
226,0.06284077739609134,0.02169265178963537,0.016497312765568446
227,0.06602312321109426,0.023257958862398308,0.01599283556320833
228,0.06486564374395774,0.02040564835603743,0.016483600830127034
229,0.06659516990184779,0.02161495945682478,0.018087880845580735
230,0.061125735406364665,0.021630126563832112,0.016358500020578454
231,0.06376167934920102,0.02213489230323046,0.015569750485675618
232,0.06332537244473181,0.022207878782812992,0.01714206056536304
233,0.06414858033614494,0.020772624082331097,0.016311567735725167
234,0.06453872642346786,0.02378623453634121,0.01733856392758228
235,0.06260825768113132,0.02368942777892304,0.015735727435510022
236,0.06682086586952204,0.020970369762341845,0.01543098762631411
237,0.06666813737579749,0.02279158259875003,0.016903314107496775
238,0.062013046337025465,0.023134119449449386,0.01602563810800862
239,0.06516242298696717,0.022026348253712007,0.015836189534249
240,0.06646516386951715,0.022652709484100288,0.016723502347511857
241,0.06403100618294304,0.023146294616162733,0.015956866232279116
242,0.06410689486988949,0.01921558992804156,0.016060454830793346
243,0.06495814025402065,0.022367708837347323,0.016308074125221752
244,0.05995421494756422,0.019427178041743338,0.01626123605029919
245,0.06428358746426442,0.024326045265687324,0.01479671346688904
246,0.05987824451710492,0.023107512947171876,0.015944025040204986
247,0.067302397478904,0.020959677760090098,0.01533976251126395
248,0.06635599876088752,0.02017806977299702,0.015441937458568339
249,0.06159338727593417,0.023423005647159,0.016629959935588447
250,0.06133782666708737,0.02081745698648899,0.015569134881453811
