Label,Mean_LPIPS,Mean_SSIM
BFMBM,0.640888911485672,0.5299362
BFOBM,0.6318146407604217,0.5313042
BMMBM,0.6400580286979676,0.5237167
BMOBM,0.6304413616657257,0.49622512
SFMBM,0.6373336374759674,0.53417426
SFOBM,0.6522501766681671,0.51854455
SFOBF,0.6191120445728302,0.5093099
SFOSM,0.6380223453044891,0.5364848
SFOSF,0.6358816027641296,0.491589
