Label,Mean_LPIPS,Mean_SSIM
BFMBM,0.573401153087616,0.64322793
BFOBM,0.5278387516736984,0.68671596
BMMBM,0.517182394862175,0.6806134
BMOBM,0.5804165512323379,0.62199193
SFMBM,0.5460683166980743,0.66000485
SFOBM,0.5692834258079529,0.64003825
SFOBF,0.551748764514923,0.6465
SFOSM,0.5579007148742676,0.67000425
SFOSF,0.5063998579978943,0.68304235
