Label,Mean_LPIPS,Mean_SSIM
BFMBM,0.6354810893535614,0.5301531
BFOBM,0.6191924512386322,0.5364034
BMMBM,0.6268390238285064,0.54344326
BMOBM,0.6512112319469452,0.44806823
SFMBM,0.6432133853435517,0.53311336
SFOBM,0.6355840861797333,0.5453893
SFOBF,0.6050317645072937,0.5106639
SFOSM,0.6481070816516876,0.51386064
SFOSF,0.6077855825424194,0.5203669
