Label,Mean_LPIPS,Mean_SSIM
BFMBM,0.5864033818244934,0.6422201
BFOBM,0.49214479327201843,0.69742566
BMMBM,0.562225291132927,0.65323144
BMOBM,0.6038229107856751,0.6002312
SFMBM,0.5671354770660401,0.6654355
SFOBM,0.5806364119052887,0.65107524
SFOBF,0.5658822149038315,0.6315146
SFOSM,0.5517545431852341,0.6806366
SFOSF,0.5581818044185638,0.6503396
