Label,Mean_LPIPS,Mean_SSIM
BFMBM,0.5511359333992004,0.64341843
BFOBM,0.5323376208543777,0.66558605
BMMBM,0.5366923242807389,0.6684246
BMOBM,0.5864029467105866,0.6011317
SFMBM,0.5336807847023011,0.669267
SFOBM,0.5278997004032135,0.6699644
SFOBF,0.5602705836296081,0.6218182
SFOSM,0.5482355862855911,0.6741279
SFOSF,0.5449197709560394,0.6489868
