Label,Mean_LPIPS,Mean_SSIM
BFMBM,0.6552409410476685,0.51565105
BFOBM,0.6121098160743713,0.5277025
BMMBM,0.63525892496109,0.5405711
BMOBM,0.6255885899066925,0.49586463
SFMBM,0.6356883585453034,0.5137802
SFOBM,0.6506173491477967,0.52674073
SFOBF,0.629150116443634,0.48841077
SFOSM,0.6409224212169647,0.5242995
SFOSF,0.607780784368515,0.5326996
