Label,Mean_LPIPS,Mean_SSIM
BFMBM,0.633768630027771,0.5383226
BFOBM,0.6210704326629639,0.5506202
BMMBM,0.6508066713809967,0.50673425
BMOBM,0.6329511880874634,0.5020877
SFMBM,0.6380990624427796,0.5017278
SFOBM,0.6519534528255463,0.5386598
SFOBF,0.6149854838848114,0.50657415
SFOSM,0.6632394969463349,0.5072
SFOSF,0.6093489825725555,0.5309514
